gene	0h	3h	12h	24h	48h
affy_1444180_at	6.707647076	6.640233541	6.705616649	7.022427304	7.497878417
Gm962	5.621784658	6.518434085	6.495048885	6.524780722	6.412314397
D12Ertd551e	3.77024684	3.986149012	3.970079859	4.401583848	4.560991947
A430093A21Rik	7.176428694	7.869060164	8.071563536	7.878333335	7.967225183
affy_1441162_at	4.957838376	4.792711085	4.981743447	5.586000168	5.748678917
Rnf11	4.239422526	4.478120398	4.871118614	4.984232096	5.031576349
Lactb	7.917182113	7.591935135	8.81522141	8.889493353	8.709435708
Dom3z	6.523216699	7.202054804	7.219161076	7.291967025	7.315720152
2310002A05Rik	4.305950379	4.362100532	4.434335131	4.81704614	5.09850901
BC024997	4.593806331	4.828733604	5.083267957	5.479144439	5.387280684
S100g	3.392126335	3.246592806	3.474862747	3.642739217	4.186122502
Acvr2a	4.502378449	4.255377047	4.171039908	4.344409981	5.298210103
Mgl1	3.564725	3.791857907	3.947176965	4.020085261	4.360921415
Arsi	5.326287159	4.971030438	5.122142763	6.032017872	6.12250239
Pcdh20	2.590237735	2.715917338	2.453418797	2.74484572	3.38673573
affy_1457259_at	6.73063355	6.312625257	6.82855689	7.541660732	7.527163227
Lcn2	3.194034739	4.873023066	7.824335359	7.941269955	3.990595358
Wbp2	7.517289435	7.75587871	8.346055693	8.30403335	8.314506477
Pias3	5.608477367	5.971812574	6.101689368	6.328671105	6.405843098
1110057K04Rik	5.924292216	5.854710226	5.899619369	6.357848757	6.721705535
5830443J22Rik	6.073260754	6.470615763	6.564728028	6.519257688	6.870744192
39146.0	8.144787982	8.176216155	7.900898455	8.67982981	8.942614395
Spef1	6.110440008	5.121105769	5.520437474	6.784596141	6.908901379
Trpv2	9.57254104	8.486562595	9.576768504	10.6412851	10.37112273
Gpr150	3.127207177	2.925400151	3.27587134	3.881659459	3.925834396
Arhgap9	7.995709734	7.320688044	8.557916296	9.014213521	8.794723652
Tmem16h	4.095560295	4.096897316	4.159215126	4.495630971	4.894903908
BC031181	9.197565945	9.175816522	9.531848092	9.938114326	9.998246894
Arpc1a	7.901337322	8.443836006	8.617018079	8.723792423	8.702289114
9530034D02Rik	2.785878621	2.91753652	3.075377753	3.278016671	3.587707892
affy_1440434_at	5.528354983	5.588351257	6.027428104	6.003347109	6.330240711
Rnf13	6.050744342	5.444199375	6.101758704	6.715791118	6.852720198
Bst1	8.490867137	5.038120129	5.876018967	8.194350624	9.292845007
affy_1443624_at	2.505388408	2.45087685	2.423092567	2.557154696	3.307464391
Jmjd2c	3.592816159	3.533974944	4.00082381	4.30965693	4.395065103
Thbd	7.208160349	9.083725638	9.161471346	8.368042485	8.010764106
Coro2a	8.25769351	5.999888397	6.490232638	8.451191527	9.060651288
Kctd12	8.942842774	9.283017854	9.651471497	9.963941904	9.745838755
affy_1439471_at	3.208199905	3.211267119	3.671798374	4.286587615	4.01119725
Mcoln1	6.011752972	5.815558865	6.314934277	6.785948389	6.815077944
4930434J08Rik	2.247551486	2.097247718	2.336651423	2.654349718	3.050915051
Tfg	7.883360025	8.424158008	8.415188038	8.617462604	8.687426733
affy_1457559_at	6.925738159	6.904930949	7.137784002	7.142470658	7.729881816
Numb	4.340518936	4.807313776	4.945019627	4.997477538	5.145805371
affy_1457079_at	5.526630769	6.564857807	6.496509581	5.794536142	6.332370393
Phca	4.899339847	5.213401126	4.992053066	5.48697554	5.705945953
Rab12	6.184992274	6.545748131	6.6288768	6.742180412	6.991836565
5730453I16Rik	7.97685436	8.336483705	8.112041092	8.498657191	8.784147124
Ptk9	5.541291529	6.138034528	5.884413467	6.279090774	6.348752969
4930402H24Rik	4.609359922	4.931615783	5.925604053	6.163322438	5.416836996
AI452102	2.788332964	2.700846787	2.709574903	3.638507404	3.596888514
Stat3	8.63841995	10.44124991	10.37257479	9.410476704	9.44732029
affy_1439299_at	4.505382431	4.583285541	4.912048502	5.063045191	5.314774818
Clcn7	5.789881375	5.948422891	6.023387651	6.25928157	6.599498017
Ube2w	6.040873833	5.926544317	6.376565501	6.25202821	6.850662067
Phf20l1	6.891862922	6.975153789	7.597832329	7.572638443	7.701671125
Mbd2	8.457870912	8.602885695	8.74597077	8.799130719	9.267878956
Tirap	6.362201542	6.740133797	6.846540995	7.165975288	7.172818957
Gnb2	9.65737407	9.980606209	10.4572898	10.63133692	10.46914963
Rnf135	6.305868332	5.236313647	5.255434186	6.157799807	7.117744629
Mbd1	4.06789527	4.377538429	4.458682054	4.384390306	4.879817782
Rgs10	4.379183373	4.534458429	4.523896031	4.932185742	5.191456253
Ceacam10	2.849536527	2.872912905	2.849600611	3.739436931	3.662492171
Sult1a1	3.377141241	3.075623204	3.085962925	3.496796977	4.190096973
1810013C15Rik	7.160438637	6.280869489	7.316234424	7.676797411	7.973669526
Ubc	10.73984254	10.3724763	10.65919918	11.12219654	11.55321852
Ppp4r1	3.210290239	3.342223368	3.473934895	3.414025835	4.0241295
Napsa	8.391065458	6.906669152	6.635355931	8.776232215	9.204926915
affy_1443347_at	2.63498205	2.551929464	3.364951576	3.654531012	3.449064013
Gsk3b	6.886592314	7.037533665	7.199836106	7.672072436	7.701167143
4930518I15Rik	5.850655979	5.947905381	5.980264674	6.716227184	6.665265311
Smg7	6.99005762	7.201693689	7.470689216	7.461134737	7.804977401
Mtmr3	6.227842396	7.77543549	7.634311467	7.168175815	7.042799402
Inoc1	5.597466451	5.956496672	6.516657193	6.688041505	6.412853813
Zfp385	7.622819917	7.388703151	7.825398743	8.59249405	8.438620463
Macf1	6.735050195	6.800709024	7.523786632	7.379782157	7.551629409
Phf1	6.054192039	6.121444781	6.206658749	6.482107453	6.870847042
Gpr108	8.051304725	7.766631044	7.96213553	8.791246266	8.868098239
Nkiras2	8.52844404	7.814833489	8.707054682	9.609604272	9.345499523
Ankrd13a	7.294234632	7.467662367	7.966020258	8.36694462	8.111485677
affy_1440075_at	3.383596738	3.622870214	4.272723364	4.207491671	4.200900209
Abcg2	6.27835234	6.411549176	6.470238645	7.080080433	7.096519293
affy_1445265_at	3.772085742	4.354298715	4.216877062	4.42200424	4.590335871
Mtch2	5.213256215	6.06571164	6.043563417	5.947854568	6.032238684
39334.0	9.446658474	8.885386754	9.781673687	10.70126807	10.26570191
Trim21	7.560435942	6.955003627	6.703982813	7.736354714	8.379482752
Lpgat1	5.86333289	6.055878915	6.947037912	6.680431399	6.683043758
Tsc22d2	4.293050246	4.156522789	3.992424383	4.277072714	5.112782615
Txnip	9.883810568	7.479019384	7.989673612	9.679819207	10.70364178
Tob2	6.914238856	7.122649089	7.43411151	7.464154646	7.73411394
Asah2	5.107380493	4.776938908	4.151372927	5.016187648	5.927320956
Zfand3	7.731010932	7.130174549	7.745795014	8.400774456	8.551132995
Cav2	5.322715916	5.098299459	4.876425729	5.844254936	6.142875545
Adcy7	9.15148366	7.260214172	8.657368662	10.14026238	9.974381082
Zc3h7a	6.496001667	6.484621215	6.678987064	7.055188447	7.319174665
Snx15	5.839818214	5.803922335	6.269380032	6.555594905	6.663219798
LOC231914	7.712324329	7.218763602	7.674164437	8.727338554	8.535946049
Mrpl33	6.279169718	6.522405	6.958663661	7.154383381	7.103883384
Lrrk2	5.326260067	5.681493496	6.117910404	6.267328571	6.151596438
6030451C04Rik	5.462743153	4.821891423	5.744362085	6.37406316	6.2896309
Scyl1	6.358607545	6.663320045	7.027395403	6.975131059	7.185716345
Cc2d1a	5.857144506	5.953466311	5.742342305	6.227348372	6.68427399
Glg1	7.83920625	7.943387881	8.420698293	8.682372439	8.666818567
1810037I17Rik	9.49596585	10.60893921	10.84229714	10.47892405	10.3238723
Mlxip	8.937939978	8.190751618	8.751499811	9.201153947	9.766188078
S100a1	4.548998573	4.186467336	4.723260051	6.061863359	5.380016703
P2rx4	5.397607931	5.558028698	6.083172746	6.086364824	6.228880926
affy_1457216_at	5.811284635	6.246400024	6.502078883	6.43389861	6.643937861
Fliih	8.838989016	8.639588789	9.33035207	9.578707819	9.672668939
Axud1	8.060582454	6.01666297	6.843799005	8.322879044	8.894493878
2410012H22Rik	4.534912091	5.140817859	4.778925615	5.153713337	5.369154839
Lasp1	8.32958555	8.107080873	8.701770074	9.116030401	9.16407294
1700052K11Rik	5.115092657	5.27794909	5.424944883	5.395037319	5.949630152
AW549269	6.594244736	6.967529336	7.186434966	7.099482094	7.428801969
Kcnj10	4.347275963	4.490918966	4.751066079	6.237543431	5.182243181
Mcfd2	9.023717152	8.213308476	8.707645242	9.676974711	9.858696888
Sepn1	6.730549096	5.976755839	6.871075782	7.382949945	7.566028747
Ctnnd1	5.741209594	6.100596918	6.402006606	6.539690057	6.577104486
affy_1456340_at	4.653665018	5.798919968	5.17917	5.025280219	5.490423613
Dock11	8.028662939	8.484237498	8.63021182	8.655416383	8.866217621
2510049I19Rik	8.51556442	8.727680304	9.358578604	9.636818938	9.353706105
Ptprv	7.43225211	6.042946336	6.865516525	7.988323683	8.270501944
2210010N04Rik	7.229877476	6.585961002	6.965889453	7.662250906	8.069270987
H2-Q5	4.187191962	4.512017827	4.620209843	4.682423195	5.026705866
Igf1r	4.273259612	4.548916133	5.24062768	4.977497874	5.113604313
Nradd	6.369950394	6.127171102	6.690035765	7.632971645	7.210680655
Hod	7.040144169	6.928776968	7.732708332	8.302874794	7.881059547
Max	6.62593928	6.98733481	7.235186529	7.440424805	7.46746479
Col6a1	3.382454715	3.498800891	3.593861917	3.603987259	4.224082775
Akr1a4	10.96755064	11.10768746	11.51648981	11.8621827	11.80926827
Auh	4.226845635	5.273932892	4.992813912	5.227139663	5.068633523
A130001D14Rik	4.636995789	5.144554927	5.494686662	5.01417325	5.479059378
Eif2c3	4.100957529	4.342948827	4.644310303	4.521444666	4.943572741
Dusp6	11.03258814	10.9816452	11.17007608	11.38863935	11.87520873
Map3k3	6.847504939	7.347287071	7.647353115	7.525706598	7.69058096
Hist2h2be	3.365625184	2.911773052	3.317785609	4.408024167	4.208769624
Rnd2	4.047473866	4.112844463	4.444134281	4.853505516	4.891041601
affy_1455724_at	5.892501314	6.101184818	6.09453558	6.252969672	6.736261946
Lamc1	6.018761466	5.893433042	6.607801201	6.280189888	6.862608465
Cdc40	6.077201666	6.424850203	6.653482031	6.569556522	6.921695459
Ap3d1	6.933596529	6.779779968	7.38626747	7.789740779	7.778985999
Pde4b	5.683348685	5.815562413	5.961110952	6.561223967	6.52879659
affy_1439254_at	3.318102548	3.841429152	3.832944123	4.157370287	4.163792978
1500003O03Rik	7.499122497	7.617329618	8.250541088	8.39356907	8.344902421
2310043N13Rik	4.989230103	6.427438476	6.508604389	5.963233644	5.835812101
AI853106	3.500161348	3.502546807	3.467614388	4.128896079	4.347283091
Etnk1	5.61014386	5.127272586	5.313147399	5.913860015	6.457510417
A430104N18Rik	7.723227418	7.43635327	7.393593314	8.30411259	8.570925025
Col20a1	6.080372575	5.129566746	5.074574585	6.324733054	6.928674068
Iqgap1	5.738025206	5.993163684	6.049424682	6.356308036	6.586657588
Zfp655	6.713723575	7.599030801	7.51273846	7.506402768	7.562476486
2010305C02Rik	3.815175581	3.428124544	3.457879229	4.556057742	4.664024178
affy_1443905_at	6.604107057	7.35988028	7.359793155	7.491273017	7.453007462
Stim2	4.844457428	5.345719728	5.468993435	5.292053596	5.694152018
affy_1457803_at	4.897032954	5.773161748	5.694332706	5.853454798	5.747233817
1110033M05Rik	5.17055675	5.304375057	5.39643583	5.484555603	6.021036591
affy_1442188_at	4.140592806	4.20674815	4.057204232	4.138893607	4.991392767
5430434G16Rik	4.303062842	5.070177739	5.156309358	5.24684242	5.154290819
Klf10	6.484488123	5.419240204	4.844518382	6.961315688	7.336261403
Klhl2	5.885320772	6.706717049	6.7496363	7.241600136	6.7383324
Slc27a4	5.974478155	5.829614204	6.673563793	7.695615905	6.828895714
Hist2h3c2	5.309797373	3.067495328	2.940607179	4.271870904	6.164556568
Mobkl2a	7.611412755	7.231223302	8.395616572	8.75569785	8.467243168
Ticam1	6.932478298	5.704850979	6.38968016	7.555827109	7.788343405
Zfp513	6.472241836	6.368228885	6.620827019	7.060033251	7.328753305
affy_1458577_at	5.109163102	5.299664135	5.233957715	5.630787329	5.96648924
Topors	6.428773595	7.412533401	7.336490918	7.071650223	7.286439192
Xrn1	5.807683196	5.843848141	6.073845866	6.506002047	6.665566479
C030027K23Rik	6.398465229	5.668430931	6.684939478	7.284030373	7.256580148
Ssfa2	6.464356797	5.977660732	6.612837678	7.121261604	7.322651712
AA408278	7.425623304	8.169302755	8.679663405	8.65217188	8.284120209
AI429612	6.56580052	4.703926951	5.64475376	7.012486756	7.424381467
affy_1442463_at	3.532498282	3.879411981	4.159378467	4.311639855	4.39134858
1810048P08Rik	5.619391413	4.856050996	6.080133162	6.19900202	6.478315644
affy_1445411_at	6.567596719	6.321708548	6.49455717	6.91358595	7.427882692
Gab2	5.465283442	5.7079868	6.054199045	6.137791183	6.326020998
Igfbp6	3.666261015	3.766362956	3.894788023	4.718060967	4.527983691
Tmem43	4.854899376	4.895231436	5.320736064	5.516037137	5.716645716
1300012G16Rik	5.694202498	6.093222971	5.984219652	6.326604358	6.556074886
2010004M13Rik	5.987820356	6.039190929	6.901838196	7.401995742	6.849827264
Polr2a	6.049645516	6.545142766	6.745260483	6.792007706	6.912876978
Lrrc57	6.022638422	7.088025086	6.967430556	6.584542566	6.886371726
affy_1444366_at	5.980801252	5.756645946	6.362377181	6.787490665	6.844760938
Lpxn	8.809429148	7.594602658	6.067321453	8.651870431	9.673603428
4833428C12Rik	7.176970568	6.74447168	7.230300022	8.098623029	8.041981896
Zfml	3.517553976	3.58248973	3.702823509	3.71885785	4.382821869
C530028O21Rik	5.696656859	5.096652761	5.428748454	6.362824283	6.562183086
Lmo2	9.835265453	9.032073302	8.938293138	10.29496069	10.70126484
Agpat2	7.664928936	7.250855089	8.169788688	8.507437057	8.531577564
Tpp1	8.523775893	7.937968205	8.230403001	9.245877528	9.390744035
Strn3	7.820117153	7.362318336	7.821592738	8.207051337	8.687295058
Btg2	9.341954129	6.642976584	8.543244854	9.471669001	10.20920445
Hist2h2bb	5.236264093	3.787345587	4.274509559	5.831622915	6.103545338
4930405M20Rik	3.072228428	3.062060255	2.902870056	3.354945531	3.940219967
Derl1	8.108279788	8.228476424	8.71600814	9.393898898	8.976362604
Slitl2	5.266210174	4.457160653	5.126555774	5.836532709	6.134529949
Phc3	6.842585085	6.688648739	7.272831795	7.532041821	7.710934405
Aadacl1	5.798779867	6.390779557	6.631940427	6.598243615	6.667543865
affy_1447329_at	2.583514437	4.050748953	2.595071154	3.185859901	3.452298556
Ctbp2	5.098517718	4.889011399	5.874731401	5.614482967	5.967301859
Plekhm2	5.307850108	5.650196	5.689855708	5.941553503	6.176659655
Mageh1	5.697289662	4.814061912	4.998700112	5.981770971	6.566828782
Ranbp2	7.746703613	8.260812628	8.333924334	8.243467982	8.617115558
Syt11	3.703444143	3.665036553	3.666687072	4.084616963	4.574208437
Hal	4.083241908	4.493465319	6.114002289	5.561860168	4.954375873
affy_1438954_x_at	2.510614158	3.237397958	3.355953624	2.706191835	3.381863023
Ndfip2	8.904506169	8.960211994	9.344822526	9.698188299	9.777094937
Ppp4c	7.180592284	8.037973231	8.25540611	8.156446575	8.053951696
1500041J02Rik	6.688595546	7.311750685	7.235346138	7.365328433	7.562144305
affy_1437645_at	4.698068173	5.460437497	5.567789529	5.329834616	5.571692329
Gpd2	5.097516527	6.231399505	6.444144198	5.729656902	5.971597618
Lmna	3.827465968	3.809485999	3.703673825	4.404561242	4.702722773
Chd9	6.406955412	6.542250717	6.535230378	7.122584055	7.283389208
Atp10d	8.635524842	10.22624813	9.300657241	9.179093125	9.512154132
Rchy1	6.727045258	6.848151794	6.816323519	7.396465742	7.60454336
2410001C21Rik	6.70206351	6.90572165	7.023241618	7.25427357	7.579944032
Etv6	5.359074792	6.169619506	6.291358346	6.222485978	6.237154315
Ctnnbip1	6.817612988	6.691645494	7.222060574	7.772174651	7.695823705
Tlr8	3.629154726	3.678335414	3.723827004	3.794853618	4.507598321
C1qr1	6.78406646	7.789633667	8.968352068	8.769683403	7.662613279
A930013F10Rik	6.006345609	5.618331389	5.325382094	6.592604358	6.885320383
Ddhd1	5.127136212	4.988763929	5.690674138	6.003918809	6.006113968
Keap1	7.513759565	7.240328852	7.690219719	8.153451206	8.393384585
Cyp4v3	4.682981326	4.157502425	4.444081107	5.43567785	5.56309
Pqlc2	6.141354414	6.219554823	6.823971028	7.343837283	7.021936384
Mapk14	6.21623484	7.096496725	7.098856601	6.879730404	7.096845325
Sla	7.650290584	7.504156058	7.811072801	8.817979722	8.531071008
AU021760	3.553828923	3.02348238	3.884168198	3.835707243	4.43483343
Arpc2	9.761419496	10.0160407	10.38855093	10.57315613	10.6424963
Dbnl	8.20091984	8.260515732	8.579738163	8.985823818	9.082153091
Galnt14	5.318913401	4.664420913	5.285479826	6.896756295	6.200347104
Lims1	6.959274679	7.776886997	7.892996979	7.782722055	7.840717486
D15Ertd180e	5.114160797	5.401702825	5.406014374	5.259490761	5.995925195
Dnajc15	9.317080428	9.664796846	9.55771915	10.30605698	10.19934368
Actr2	8.57101793	8.590752169	8.845396117	9.225255657	9.45348626
Arrb1	7.369496733	5.949923603	6.542993742	8.289774127	8.252534662
Cd300d	5.3559856	5.054142198	5.345395983	5.589361124	6.239061095
Ndst2	6.559248437	6.644578461	6.72326258	7.443156061	7.442696424
Ywhah	9.683583736	11.11798893	11.25695883	10.83331228	10.56730574
Bcdo2	4.21985298	3.737626741	3.808104946	4.780435171	5.104517428
Cugbp1	5.760388445	6.314493082	6.022952197	5.878302699	6.645562305
Atf7ip	5.357516919	5.674621562	5.602024106	6.310692921	6.24393805
A630042L21Rik	6.151272381	6.866290469	7.224297893	6.984620546	7.037727048
1500005K14Rik	6.951619216	9.011249706	9.577000224	8.909516786	7.838490179
A430102J17Rik	7.487504255	7.653294976	7.77770456	7.914054313	8.374718338
Papola	6.065352135	6.10816353	6.456603959	7.018744232	6.952992371
Gbas	6.727039165	6.799315305	6.768649669	7.41766941	7.614685493
Cmtm6	8.729881945	8.775896043	8.654613854	8.919966363	9.618329944
Zcchc2	5.693248123	6.08216464	5.54798445	5.826949729	6.583532129
Psd4	7.683099195	7.539526709	8.179580961	8.482286151	8.574030493
Ppp1r12a	6.852537839	7.240839571	7.434161494	7.053463069	7.743912677
Crkrs	5.809748501	6.681035624	6.76351428	6.85605155	6.70142972
affy_AFFX-r2-Bs-phe-M_at	12.63541719	13.21360999	13.56599499	13.57050732	13.52782745
Jmjd2b	5.09947169	5.112512645	5.381147934	5.656512743	5.992717471
Cxcl11	2.910018379	2.89393852	2.978509338	3.055315097	3.803673041
affy_1457792_at	2.90880318	3.292048301	3.508572135	3.43790823	3.802843
2610307O08Rik	8.458585938	7.164718721	7.923127628	9.392217628	9.352736493
affy_1445678_at	6.213438898	4.665189476	4.489480374	4.989145992	7.107841453
Prrg2	3.415034852	3.271380625	3.399995663	3.796470917	4.310102084
1700060H10Rik	5.95709904	5.991683218	5.90959973	6.191039219	6.852254994
BB211804	4.747572005	5.37189664	5.688652052	5.705274119	5.642888362
Ubr2	4.833711753	5.585917529	5.982268319	5.707190729	5.729170643
3110001A13Rik	8.642007447	8.734862363	9.526077887	9.993703016	9.53773491
affy_1440690_at	5.730475237	5.808519285	6.022119872	6.050470159	6.626492612
5830432E09Rik	3.24354229	3.568840801	3.895614887	4.170178345	4.141638446
C4b	5.970305133	5.737125056	5.7419843	5.981551983	6.868799714
H47	8.688340945	8.908899397	9.85544384	10.14015872	9.587213942
Tax1bp1	5.9749286	6.120591156	6.188263643	6.342484151	6.874725432
C80012	5.814848574	6.338741955	6.568312668	6.604703743	6.714826738
Fbxo42	4.958555445	5.741423884	6.117686662	6.201093115	5.858779105
affy_1445263_at	5.699936794	5.761499408	5.642060384	5.932845888	6.601679073
affy_1456979_at	3.503955376	4.30417262	4.550718499	4.11414376	4.406106722
affy_1459382_at	6.253979146	6.012711705	5.976110838	6.491171836	7.15633889
affy_1444560_at	3.335933603	2.99034258	3.273963359	3.673795434	4.238412696
Zfp710	4.733860578	4.765514028	5.209851887	5.848242542	5.636403432
Ddx28	6.918798786	6.956655357	7.22972832	7.966152431	7.821763899
Atp9b	5.263992861	5.546346489	5.633562146	5.873012391	6.167011247
Klra1	2.00606417	1.891063815	2.092379419	1.970822768	2.909111539
Pdia4	7.396684571	7.592424754	7.966620519	8.906873831	8.300787103
Evi2b	7.346115115	7.130731601	7.675134798	8.020360378	8.250314279
AY078069	7.589822813	7.823449576	9.319213944	9.297426348	8.49405294
